5,0.2,0.0
10,0.3,-7.930164461608261E-17
15,0.26666666666666666,-0.09999999999999996
20,0.35,0.037037037037036986
25,0.4,0.11137440758293846
30,0.43333333333333335,0.15000000000000002
35,0.42857142857142855,0.14738124238733247
40,0.425,0.14179104477611937
45,0.4222222222222222,0.13333333333333341
50,0.44,0.16217833632555356
55,0.41818181818181815,0.1265508684863523
60,0.43333333333333335,0.14999999999999997
65,0.46153846153846156,0.19440509915014162
70,0.44285714285714284,0.16717510677242223
75,0.4666666666666667,0.2
80,0.4875,0.2322097378277153
85,0.49411764705882355,0.24295774647887325
90,0.5111111111111111,0.26666666666666666
95,0.5368421052631579,0.3056478405315615
100,0.54,0.31127414283575394
105,0.5523809523809524,0.3285714285714286
110,0.5727272727272728,0.35943501424854424
115,0.5826086956521739,0.37485843714609285
120,0.5833333333333334,0.3750000000000001
125,0.6,0.4001343699011421
130,0.6076923076923076,0.41087613293051356
135,0.6222222222222222,0.4333333333333334
140,0.6285714285714286,0.4429139883685338
145,0.6275862068965518,0.4419101924447613
150,0.64,0.4600000000000001
155,0.6387096774193548,0.4575339041309917
160,0.65,0.47454844006568153
165,0.6484848484848484,0.4718251559136817
170,0.6588235294117647,0.4878188146070334
175,0.6571428571428571,0.48534457406136655
180,0.6555555555555556,0.48254277368201415
185,0.6594594594594595,0.48877094481972105
190,0.6684210526315789,0.5023282887077997
195,0.6717948717948717,0.5076923076923076
200,0.68,0.5196457387323151
205,0.6878048780487804,0.5314620384258266
210,0.6857142857142857,0.5279613105374292
215,0.6930232558139535,0.5392258734900638
220,0.7,0.549767441860465
225,0.7022222222222222,0.5528563801388147
230,0.6956521739130435,0.5432235367549011
235,0.7021276595744681,0.5526974113552316
240,0.7041666666666667,0.5558104374120224
245,0.710204081632653,0.5650923819286446
250,0.704,0.5555662326430596
255,0.7098039215686275,0.5643139156334419
260,0.7153846153846154,0.5728905365507138
265,0.720754716981132,0.5809649985042096
270,0.725925925925926,0.5885587199604622
275,0.7236363636363636,0.5852845463925708
280,0.7214285714285714,0.5819615649643979
285,0.7228070175438597,0.5838493244367227
290,0.7172413793103448,0.5756829577288867
295,0.7186440677966102,0.5777647484867819
